,link,first_name,last_name,nationality,year
372,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=6460,Frederick E.,Fox,American, active 1852/1861
373,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=34929,Milton S.,Fox,American, 1904 - 1971
374,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=33439,Frances M.,Foy,American, 1890 - 1963
375,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=10175,Patrick,Foy,American, active 1975
376,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=99,,Fra Angelico,Italian, c. 1395 - 1455
377,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=2358,,Fra Bartolommeo,Italian, 1472 - 1517
378,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1691,,Fra Carnevale,Italian, active c. 1445 - 1484
379,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=4122,Wolfgang,Frager,German, born 1923
380,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=30889,Georges,Fragerolle,French,
381,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=2111,Lorenzo,Fragni,Italian, 1548 - 1619
382,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=4123,Alexandre-Evariste,Fragonard,French, 1780 - 1850
383,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1316,Jean-Honoré,Fragonard,French, 1732 - 1806
384,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=33440,Walter Keith,Frame,American, 1895 - 1957
385,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=10576,Hollis,Frampton,American, 1936 - 1984
386,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=6792,Francois-Louis,Francais,French, 1814 - 1897
387,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=11356,Louis XIV,France,French, 1638 - 1715
388,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=10672,Louis XVI,France,French, 1754 - 1793
389,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=10670,Louis XV,France,French, 1710 - 1774
390,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=7526,Michael,France,American, active c. 1935
391,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1787,Piero dei,Franceschi,Italian, c. 1416/1417 - 1492
392,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1787,Pietro di Benedetto dei,Franceschi,Italian, c. 1416/1417 - 1492
393,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=2509,Baldassare,Franceschini,Italian, 1611 - 1689
394,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=18508,Domenico,Franceschini,Italian, active 1705 - 1735
395,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=12045,Marcantonio,Franceschini,,
396,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=4124,Vincenzo,Franceschini,Italian, 1680 - c. 1750
397,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=2113,,Francesco da Sangallo,Italian, 1494 - 1576
398,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1856,,Francesco de' Rossi,Italian, 1510 - 1563
399,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1318,,Francesco di Giorgio,Italian, 1439 - 1501
400,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1318,,Francesco di Giorgio Martini,Italian, 1439 - 1501
401,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1779,,Francesco di Stefano,Italian, c. 1422 - 1457
402,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=131,,Francesco d'Ubertino Verdi,Italian, 1494 - 1557
403,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=2689,Cesare,Franchi,Italian, c. 1560 - c. 1600
404,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=6805,Lucas the Younger,Franchoys,Flemish, 1616 - 1681
405,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=6805,Lucas,Franchoys the Younger,Flemish, 1616 - 1681
406,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=1319,Francesco,Francia,Italian, c. 1447 - 1517
407,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=19551,Francesco Maria,Francia,Italian, 1657 - 1735
408,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=1319,il,Francia,Italian, c. 1447 - 1517
409,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=4125,Jacopo,Francia,Italian, 1486 or before - 1557
410,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=11466,Alessandro,Francini,Italian, died 1648
411,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=4126,Sam,Francis,American, 1923 - 1994
412,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=10161,Richard,Francisco,American, born 1942
413,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=4127,Alfred von,Franck,Austrian, 1808 - 1884
414,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=4769,Hans,Franck,German, probably 1495 - 1526
415,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=29946,Hans Ulrich,Franck,German, c. 1590 - 1675
416,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=4128,Maximilian,Franck,German, c. 1780 - 1830 or after
417,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=5878,Frans the Younger,Francken,Flemish, 1581 - 1642
418,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=5878,Frans,Francken the Younger,Flemish, 1581 - 1642
419,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=29946,,Franckh,German, c. 1590 - 1675
420,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=2510,Battista,Franco,Italian, probably 1498 - 1561
421,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=6368,Giacomo,Franco,Italian, 1550 - 1620
422,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=8343,,Franco-Flemish 15th Century,,
423,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=8349,,Franco-Flemish 16th Century,,
424,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=36258,Jean-Charles,Francois,French, 1717 - 1769
425,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=4129,Jean-Charles,François,French, 1717 - 1769
426,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=4130,Simon,François,French, 1606 - 1671
427,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=26552,,Franconian 15th Century,,
428,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=4131,Eugene M.,Frandzen,American, active 20th century
429,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=4132,Hans,Frank,German, born 1884
430,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=10042,Mary,Frank,American, born 1933
431,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=6747,Robert,Frank,American, born Switzerland
432,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=7527,William,Frank,American, active c. 1935
433,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=6793,Ingomar,Frankel,French, active 19th century
434,https://web.archive.org/web/20121010212532/http://www.nga.gov/cgi-bin/tsearch?artistid=1320,Helen,Frankenthaler,American, 1928 - 2011
435,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=1320,Helen Ms.,Frankenthaler,American, 1928 - 2011
436,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=4133,Antonio,Frasconi,American, born 1919
437,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=33441,Leona Pierce,Frasconi,American, 1921 - 2002
438,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=29922,William A.,Fraser,American, c. 1840 - 1925
439,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=5550,Christophe,Fratin,French, 1801 - 1864
440,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=15049,Domenico Maria,Fratta,Italian, 1696 - 1763
441,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=7529,Cornelius,Frazier,American, active c. 1935
442,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=11467,Sieur de Chambray,Fréart,French, 1606 - 1676
443,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=22099,Suzan,Frecon,American, born 1941
444,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=33442,Stephen A.,Fredericks,American, born 1954
445,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=4134,Jean-Martial,Fredou,French, c. 1711 - 1795
446,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=33443,Ernest Bradfield,Freed,American, 1908 - 1974
447,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=33444,Louise Arnstein,Freedman,American, 1915 - 2001
448,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=34287,Allan Randall,Freelon,American, 1895 - 1960
449,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=14970,Dan,Freeman,,
450,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=33445,Don,Freeman,American, 1908 - 1978
451,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=33446,Mark,Freeman,American, 1908 - 2003
452,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=6110,Samuel,Freeman,British, 1773 - 1857
453,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=33447,Frederick W.,Freer,American, 1849 - 1908
454,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=6744,Peter,Freeth,British, born 1938
455,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=23797,,Freiburg-im-Breisgau 16th Century,,
456,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=23798,,Freiburg-im-Breisgau 17th Century,,
457,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=26710,Jane,Freilicher,American, born 1924
458,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=35067,Robert J.,Freiman,American, 1917 - 1991
459,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=33448,Robert Matthew,Freimark,American, born 1922
460,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=10546,Jean,Frélaut,French, 1879 - 1954
461,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=6530,Daniel Chester,French,American, 1850 - 1931
462,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=6408,Frank,French,American, 1850 - 1933
463,https://web.archive.org/web/20121010212706/http://www.nga.gov/cgi-bin/tsearch?artistid=30771,Herbert G.,French,American, 1872 - 1942
464,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=5494,Jared,French,American, born 1905
465,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=4678,,French 12th Century,,
466,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=4679,,French 13th Century,,
467,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=5548,,French 14th Century,,
468,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=2828,,French 15th Century,,
469,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=2829,,French 16th Century,,
470,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=2830,,French 17th Century,,
471,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=2831,,French 18th Century,,
472,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=2832,,French 19th Century,,
473,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=5635,,French 20th Century,,
474,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=34638,,French early 16th century,,
475,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=26072,Jean-Baptiste,Frénet,French, 1814 - 1889
476,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=7530,Herbert S.,Frere,American, active c. 1935
477,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=6814,Lucian,Freud,British, 1922 - 2011
478,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=6814,Lucien Michael,Freud,British, 1922 - 2011
479,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=4135,Sigmund,Freudenberger,Swiss, 1745 - 1801
480,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=33449,Harry Louis,Freund,American, 1905 - 1999
481,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=4147,Jakob,Frey,Swiss, 1681 - 1752
482,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=6219,Johannes Pieter de,Frey,Dutch, 1770 - 1834
483,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=34423,Johann Jakob,Frey,Swiss, 1813 - 1865
484,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=4147,Johann Jakob,Frey,Swiss, 1681 - 1752
485,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=3143,Maria Electrina von,Freyberg,German, 1797 - 1847
486,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=26776,Hans,Freyberger,German, 1571 - 1631
487,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=26776,Johann,Freyberger,German, 1571 - 1631
488,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=4136,Giovanni Girolamo,Frezza,Italian, 1659 - c. 1741
489,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=32924,Stephan,Fridolin,German, 1430 - 1498
490,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=27214,Nancy,Fried,American, born 1945
491,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=4137,Elias,Friedensohn,American, born 1924
492,https://web.archive.org/web/20121010212641/http://www.nga.gov/cgi-bin/tsearch?artistid=4138,Johnny,Friedlaender,French (born German), 1912 - 1992
493,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=19553,Jacob,Friedland,American, active 1930s
494,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=4138,,,French (born German), 1912 - 1992
495,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=4139,Isac,Friedlander,American, 1888 - 1968
496,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=6514,Lee,Friedlander,American, born 1934
497,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=6514,Lee Norman,Friedlander,American, born 1934
498,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=25871,Arnold,Friedman,American, 1874 - 1946
499,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=35407,Martin,Friedman,American, born 1925
500,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=35407,Martin Lee,Friedman,American, born 1925
501,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=6885,Caspar David,Friedrich,German, 1774 - 1840
502,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=13626,Ernst,Fries,German, 1801 - 1833
503,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=35999,Pia,Fries,Swiss, born 1955
504,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=1323,Frederick Carl,Frieseke,American, 1874 - 1939
505,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=4140,P.,Frieselhem,German, active 18th century
506,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=30869,Frederick Trapp,Friis,American, 1865 - 1909
507,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=23513,Elisabeth,Frink,British, 1930 - 1993
508,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=23513,Elisabeth Jean,Frink,British, 1930 - 1993
509,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=4141,Simon,Frisius,Dutch, c. 1580 - 1629
510,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=4141,Simon Wynhoutsz,Frisius,Dutch, c. 1580 - 1629
511,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=16469,Francis,Frith,British, 1822 - 1898
512,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=7531,E. Allen,Fritz,American, active c. 1935
513,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=2511,Paul,Froelich,American, 1897/1898 - c. 1966
514,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=4142,Louis-Pierre,Fromant,French, active first half 19th century
515,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=4142,Louis-Pierre,Froment,French, active first half 19th century
516,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=6868,Charles,Fromuth,American, 1858 - 1937
517,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=19643,Carl,Frosch,German, 1771 - after 1800
518,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=2512,George,Frost,British, c. 1754 - 1821
519,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=9833,William Edward,Frost,British, 1810 - 1877
520,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=1324,James,Frothingham,American, 1786 - 1864
521,https://web.archive.org/web/20121010212634/http://www.nga.gov/cgi-bin/tsearch?artistid=10643,Aline,Fruhauf,American, 1907 - 1978
522,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=19644,C.,Frussotte,French, active 1800
523,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=24465,Philip,Fruytiers,Flemish, 1610 - 1666
524,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=1325,Georgia Timken,Fry,American, 1864 - 1921
525,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=6220,William Thomas,Fry,British, 1789 - 1843
526,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=4143,Thomas,Frye,Irish, 1710 - 1762
527,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=24654,Tu,Fu,Chinese, 712 - 770
528,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=25671,M.G.,Fuchs,active c. 1890 - 1910,
529,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=7533,Betty,Fuerst,American, active c. 1935
530,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=27344,Friedrich Heinrich,Füger,German, 1751 - 1818
531,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=27344,Heinrich,Füger,German, 1751 - 1818
532,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=5598,Josef von,Führich,Austrian, 1800 - 1876
533,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=4120,Tsugouharu,Fujita,Japanese, 1886 - 1968
534,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=7534,Elisabeth,Fulda,American, active c. 1935
535,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=35087,Arthur,Fuller,American, 1889 - 1966
536,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=35087,Arthur Davenport,Fuller,American, 1889 - 1966
537,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=1326,George,Fuller,American, 1822 - 1884
538,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=6221,Isaac,Fuller,English, 1606 - 1672
539,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=24412,Martin,Fuller,American, active 1930/1940
540,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=26464,Rachel,Fuller,,
541,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=4144,Sue,Fuller,American, 1914 - 2006
542,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=4145,John,Fullwood,British, active 1874 - 1931
543,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=20048,Hamish,Fulton,British, born 1946
544,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=33451,Edwin L.,Fulwider,American, 1913 - 2004
545,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=33452,Kathryn,Fulwider,American, 1916 - 2003
546,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=34822,Barbara,Fumagalli,American, born 1926
547,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=7535,Frank,Fumagalli,American, active c. 1935
548,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=26007,Xavier,Fumat,American, born 1963
549,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=19103,Katsura,Funakoshi,Japanese, born 1951
550,https://web.archive.org/web/20121010212607/http://www.nga.gov/cgi-bin/tsearch?artistid=11211,Lee,Funderburg,,
551,https://web.archive.org/web/20121010212553/http://www.nga.gov/cgi-bin/tsearch?artistid=24607,Jaromír,Funke,Czech, 1896 - 1945
552,https://web.archive.org/web/20121010212553/http://www.nga.gov/cgi-bin/tsearch?artistid=6196,Sebastian,Furck,German, 1600 - 1655
553,https://web.archive.org/web/20121010212553/http://www.nga.gov/cgi-bin/tsearch?artistid=6198,Paul,Furst,German, 1605 - 1666
554,https://web.archive.org/web/20121010212553/http://www.nga.gov/cgi-bin/tsearch?artistid=11609,Joseph,Furttenbach,German, 1591 - 1667
555,https://web.archive.org/web/20121010212553/http://www.nga.gov/cgi-bin/tsearch?artistid=2513,Henry,Fuseli,Swiss, 1741 - 1825
556,https://web.archive.org/web/20121010212553/http://www.nga.gov/cgi-bin/tsearch?artistid=33453,Howard,Fussiner,American, 1923 - 2006
557,https://web.archive.org/web/20121010212553/http://www.nga.gov/cgi-bin/tsearch?artistid=2513,Johann Heinrich,Füssli,Swiss, 1741 - 1825
558,https://web.archive.org/web/20121010212553/http://www.nga.gov/cgi-bin/tsearch?artistid=6485,Johann Melchior,Füssli,Swiss, 1677 - 1736
559,https://web.archive.org/web/20121010212553/http://www.nga.gov/cgi-bin/tsearch?artistid=29957,Klaus,Fussmann,German, born 1938
560,https://web.archive.org/web/20121010212553/http://www.nga.gov/cgi-bin/tsearch?artistid=4146,Jan,Fyt,Flemish, 1611 - 1661
